"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
737,"7/14/2019 9:25:01 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,+E3Hob
738,"7/14/2019 9:25:02 AM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,QhBbaz
739,"7/14/2019 9:25:02 AM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,ozLbBA
740,"7/14/2019 9:25:03 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,64r6Ln
741,"7/14/2019 9:25:03 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,sgAxGa
742,"7/14/2019 9:25:04 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,MA6m2G
743,"7/14/2019 9:25:04 AM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,uKVbhR
744,"7/14/2019 9:25:05 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,shEFV7
745,"7/14/2019 9:25:05 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,DlBsFZ
746,"7/14/2019 9:25:06 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,i2De6B
747,"7/14/2019 9:29:59 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,W6wOWT
748,"7/14/2019 9:30:00 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,2CrjxK
749,"7/14/2019 9:30:00 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,CPrbFj
750,"7/14/2019 9:30:01 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,G5Cw1P
751,"7/14/2019 9:30:01 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,oZ5o8i
752,"7/14/2019 9:30:01 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,mSlWUw
753,"7/14/2019 9:30:03 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,RxPs5p
754,"7/14/2019 9:30:04 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,TmEMGd
755,"7/14/2019 9:30:04 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,hvI/um
756,"7/14/2019 9:30:05 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,4fTbrv
757,"7/14/2019 9:30:05 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,pnvNoH
758,"7/14/2019 9:30:10 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,uyVyQp
759,"7/14/2019 9:30:11 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,Dfzufc
760,"7/14/2019 9:30:11 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,YTW42J
761,"7/14/2019 9:30:14 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,ZPN36f
762,"7/14/2019 9:30:14 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,SW9IoN
763,"7/14/2019 9:30:43 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,AgGx3m
764,"7/14/2019 9:30:43 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,seV5js
765,"7/14/2019 9:30:44 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,oKm3bR
766,"7/14/2019 9:30:44 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,qHxd9h
767,"7/14/2019 9:30:45 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,9a5VWh
768,"7/14/2019 9:30:46 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,nsT5AQ
769,"7/14/2019 9:30:47 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,q5ymSO
770,"7/14/2019 9:30:49 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,IRJQJW
771,"7/14/2019 9:30:50 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,ke7y9o
772,"7/14/2019 9:30:52 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,jOA9Cr
773,"7/14/2019 9:30:53 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,8dNqEu
774,"7/14/2019 9:30:58 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,WEWo+3
775,"7/14/2019 9:30:58 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,HXTaG3
776,"7/14/2019 9:30:59 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,nWUiuG
777,"7/14/2019 9:31:25 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,6IUbPv
778,"7/14/2019 9:31:28 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,84+aW+
779,"7/14/2019 9:31:29 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,9v5xR8
780,"7/14/2019 9:31:29 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,PAoV7E
781,"7/14/2019 9:34:40 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,/bgoCj
782,"7/14/2019 9:34:41 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,QaUycI
783,"7/14/2019 9:34:41 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,LeNghV
784,"7/14/2019 9:34:42 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,RbiUNQ
785,"7/14/2019 9:34:42 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,MNvXZA
786,"7/14/2019 9:34:46 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,HM/wQo
787,"7/14/2019 9:34:46 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,eUwwIw
788,"7/14/2019 9:34:46 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,9TMWxY
789,"7/14/2019 9:34:47 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,iOKvPs
790,"7/14/2019 9:34:47 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,xJiA+C
0,"7/14/2019 9:36:45 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,4rZ5wj
0,"7/14/2019 9:37:06 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,jjAi48
791,"7/14/2019 9:37:06 AM","-6:00","System","Application","Change to operating mode 'online'.",,ek/Bn7
792,"7/14/2019 9:37:06 AM","-6:00","System","User administration","User administration imported successfully.",,6QWeMU
793,"7/14/2019 9:37:11 AM","-6:00",,"Alarm: 140000","Acknowledgment of alarm 140000.",,LHkL+x
794,"7/14/2019 9:37:38 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,p4c64I
795,"7/14/2019 9:45:39 AM","-6:00","System","User administration","User logged off.",,psie2b
796,"7/14/2019 10:22:23 AM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,FPcIWb
797,"7/14/2019 10:22:23 AM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,5vXdfW
798,"7/14/2019 10:22:25 AM","-6:00",,"Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,4SgZ2F
799,"7/14/2019 10:22:26 AM","-6:00",,"Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,JGKPKE
800,"7/14/2019 10:22:26 AM","-6:00",,"Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,uudxQU
801,"7/14/2019 10:24:43 AM","-6:00",,"Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,AWI2zF
802,"7/14/2019 10:24:44 AM","-6:00",,"Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,zEZ31v
803,"7/14/2019 10:24:46 AM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,+MfmYC
804,"7/14/2019 10:24:47 AM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,V0yOdQ
805,"7/14/2019 10:24:47 AM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,QnbHQJ
806,"7/14/2019 10:24:47 AM","-6:00",,"Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,4YBUvC
807,"7/14/2019 10:24:48 AM","-6:00",,"Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,Ga/45p
808,"7/14/2019 10:24:48 AM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,EdD0Ah
809,"7/14/2019 10:24:49 AM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,xTAeky
810,"7/14/2019 10:25:03 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Zp5ojO
811,"7/14/2019 10:30:09 AM","-6:00","System","User administration","User logged off.",,mKlMWa
812,"7/14/2019 10:46:32 AM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,Y60Lq9
813,"7/14/2019 10:48:02 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,RglJbG
814,"7/14/2019 11:07:59 AM","-6:00","System","User administration","User logged off.",,ODFlZv
815,"7/14/2019 12:15:28 PM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,edhGWc
816,"7/14/2019 12:15:35 PM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,BQ1gX9
817,"7/14/2019 12:23:15 PM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,geJQas
0,"7/14/2019 12:57:54 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,k0oGd0
0,"7/17/2019 2:14:59 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,AtAMCq
818,"7/17/2019 2:14:59 PM","-6:00","System","Application","Change to operating mode 'online'.",,OL+y6q
819,"7/17/2019 2:14:59 PM","-6:00","System","User administration","User administration imported successfully.",,V5Gutz
820,"7/17/2019 2:15:07 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,GZp3zS
0,"7/17/2019 2:15:13 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,RtKWAg
0,"7/17/2019 2:16:14 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,4ah6Oo
821,"7/17/2019 2:16:14 PM","-6:00","System","Application","Change to operating mode 'online'.",,zaxcli
822,"7/17/2019 2:16:14 PM","-6:00","System","User administration","User administration imported successfully.",,GyXN8t
823,"7/17/2019 2:16:22 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,sqYB2A
824,"7/17/2019 2:16:26 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,hToXMX
825,"7/17/2019 2:16:26 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,ZxCKDO
826,"7/17/2019 2:16:27 PM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,CiPnQw
827,"7/17/2019 2:16:27 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,GLXe5X
828,"7/17/2019 2:16:28 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,TM5FGx
829,"7/17/2019 2:16:28 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,AQuTpW
830,"7/17/2019 2:16:29 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,D8MWCP
831,"7/17/2019 2:16:29 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,9D2mAQ
832,"7/17/2019 2:16:30 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,vRnRFJ
833,"7/17/2019 2:16:30 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,urd+FP
834,"7/17/2019 2:19:39 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,pJwKRa
835,"7/17/2019 2:19:39 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,BblrRw
836,"7/17/2019 2:20:15 PM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,maG5Si
837,"7/17/2019 2:20:16 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,pRCu0M
838,"7/17/2019 2:20:16 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,t/45wM
839,"7/17/2019 2:23:56 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,0n+RWk
840,"7/17/2019 2:25:41 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,aavTca
841,"7/17/2019 2:31:07 PM","-6:00","admin","Recipe: process parameter setpoint","Set default values for recipe. ",,P1FCYd
842,"7/17/2019 2:51:14 PM","-6:00","System","User administration","User logged off.",,48R1q/
0,"7/17/2019 4:24:25 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,HJJnIb
0,"7/18/2019 12:54:28 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,tbLbCJ
843,"7/18/2019 12:54:28 PM","-6:00","System","Application","Change to operating mode 'online'.",,7GVY6S
844,"7/18/2019 12:54:28 PM","-6:00","System","User administration","User administration imported successfully.",,xu3CqQ
845,"7/18/2019 12:55:14 PM","-6:00","System","Application","The last program run was not correctly exited. This may result in the loss of data.",,v0ZmDA
0,"7/18/2019 12:55:14 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,nF6LDN
846,"7/18/2019 12:55:14 PM","-6:00","System","Application","Change to operating mode 'online'.",,n68XLP
847,"7/18/2019 12:55:14 PM","-6:00","System","User administration","User administration imported successfully.",,Aob24I
848,"7/18/2019 12:55:25 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,qf0/tv
849,"7/18/2019 12:55:36 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,mnyCoc
850,"7/18/2019 12:55:37 PM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,UniyVa
851,"7/18/2019 12:55:37 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,tZUwYJ
852,"7/18/2019 12:55:38 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,gcxA1f
853,"7/18/2019 12:55:38 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,MnYa0M
854,"7/18/2019 12:55:39 PM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,9RmCeA
0,"7/18/2019 12:56:16 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,jmSU/2
0,"7/18/2019 12:56:19 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,aH/csm
855,"7/18/2019 12:56:19 PM","-6:00","System","User administration","User administration imported successfully.",,XVN8tW
856,"7/18/2019 12:56:19 PM","-6:00","System","Application","Change to operating mode 'online'.",,bzlS1l
0,"7/18/2019 12:56:22 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,h6Lfas
0,"7/18/2019 3:15:34 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 75, created with WinCC Professional V15.1",,o2Cmef
857,"7/18/2019 3:15:34 PM","-6:00","System","Application","Change to operating mode 'online'.",,HcUIfD
858,"7/18/2019 3:15:34 PM","-6:00","System","User administration","User administration imported successfully.",,L/UKKL
859,"7/18/2019 3:15:43 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,tNuD1B
0,"7/18/2019 3:16:06 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,ScwjV3
0,"7/20/2019 11:02:29 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 85, created with WinCC Professional V15.1",,PT0Bih
860,"7/20/2019 11:02:30 AM","-6:00","System","User administration","User administration imported successfully.",,Gkbfc0
861,"7/20/2019 11:02:47 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,rGsMyN
862,"7/20/2019 11:13:46 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,4cl4VZ
863,"7/20/2019 11:13:47 AM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,iHyGnS
864,"7/20/2019 11:13:47 AM","-6:00","admin","Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,eF7Ekf
865,"7/20/2019 11:13:47 AM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,f5HeeQ
866,"7/20/2019 11:13:48 AM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,KS1IJN
867,"7/20/2019 11:13:48 AM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,T3H+on
868,"7/20/2019 11:13:49 AM","-6:00","admin","Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,+/sOA9
869,"7/20/2019 11:13:49 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,aUsKHU
870,"7/20/2019 11:13:49 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,5fVfkU
871,"7/20/2019 11:13:50 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,fq4d/P
872,"7/20/2019 11:13:50 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,FLilQx
873,"7/20/2019 11:13:54 AM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,hR0sI5
874,"7/20/2019 11:36:02 AM","-6:00","System","User administration","User logged off.",,fEjqW/
0,"7/20/2019 12:11:22 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,rJSsdp
0,"7/28/2019 4:16:10 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 86, created with WinCC Professional V15.1",,oEw8nw
875,"7/28/2019 4:16:10 PM","-6:00","System","Application","Change to operating mode 'online'.",,p0DuJg
876,"7/28/2019 4:16:10 PM","-6:00","System","User administration","User administration imported successfully.",,FH1ZWH
877,"7/28/2019 4:16:19 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,NMJmtA
0,"7/28/2019 4:16:37 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,qyJ9i1
0,"7/28/2019 6:16:16 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,0IFhem
878,"7/28/2019 6:16:16 PM","-6:00","System","Application","Change to operating mode 'online'.",,1tjtLp
879,"7/28/2019 6:16:16 PM","-6:00","System","User administration","User administration imported successfully.",,3pbDch
0,"7/28/2019 6:19:38 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,1SrTT8
0,"7/28/2019 6:26:38 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,I4cm1g
880,"7/28/2019 6:26:38 PM","-6:00","System","Application","Change to operating mode 'online'.",,uN85qw
881,"7/28/2019 6:26:38 PM","-6:00","System","User administration","User administration imported successfully.",,giFaf/
882,"7/28/2019 6:26:47 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,R/geTZ
0,"7/28/2019 6:27:27 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,7UKyFK
0,"7/28/2019 7:05:21 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,Sj1Lrx
883,"7/28/2019 7:05:21 PM","-6:00","System","Application","Change to operating mode 'online'.",,ZinfsJ
884,"7/28/2019 7:05:21 PM","-6:00","System","User administration","User administration imported successfully.",,/e890T
0,"7/28/2019 7:05:36 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,7Vp/Vx
0,"7/29/2019 11:24:57 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,fWOf2f
885,"7/29/2019 11:24:57 AM","-6:00","System","Application","Change to operating mode 'online'.",,pQPRd6
886,"7/29/2019 11:24:57 AM","-6:00","System","User administration","User administration imported successfully.",,wh0+wa
887,"7/29/2019 11:25:06 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,qa8zIf
0,"7/29/2019 11:34:32 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,9aXuTf
0,"7/29/2019 11:44:55 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 85, created with WinCC Professional V15.1",,ZUgw9j
888,"7/29/2019 11:44:55 AM","-6:00","System","User administration","User administration imported successfully.",,wcCuUZ
889,"7/29/2019 11:44:55 AM","-6:00","System","Application","Change to operating mode 'online'.",,PWp5o1
890,"7/29/2019 11:45:04 AM","-6:00","System","User administration","User 'admin' has failed to log on successfully 1 times.",,VM/FEL
891,"7/29/2019 11:45:10 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,0udirF
0,"7/29/2019 11:45:50 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,Ch/lh8
0,"7/29/2019 11:48:04 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,XgIjPb
892,"7/29/2019 11:48:04 AM","-6:00","System","User administration","User administration imported successfully.",,RcvakI
893,"7/29/2019 11:48:04 AM","-6:00","System","Application","Change to operating mode 'online'.",,Q1BhjL
894,"7/29/2019 11:48:13 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,0YAsQe
0,"7/29/2019 11:50:30 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,xYNtUw
0,"7/30/2019 2:35:01 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,x4bn7T
895,"7/30/2019 2:35:01 PM","-6:00","System","User administration","User administration imported successfully.",,T1oUNf
896,"7/30/2019 2:35:01 PM","-6:00","System","Application","Change to operating mode 'online'.",,sXS+03
897,"7/30/2019 2:35:07 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,godW5N
0,"7/30/2019 2:35:57 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,7iMY6u
0,"7/30/2019 3:00:14 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,XRKBqF
898,"7/30/2019 3:00:14 PM","-6:00","System","User administration","User administration imported successfully.",,tnmvSF
899,"7/30/2019 3:00:14 PM","-6:00","System","Application","Change to operating mode 'online'.",,ahXWmD
900,"7/30/2019 3:00:44 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,bLBaXt
901,"7/30/2019 3:36:32 PM","-6:00","System","User administration","User logged off.",,T82sm0
902,"7/30/2019 4:45:21 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,eMnzby
903,"7/30/2019 4:45:56 PM","-6:00","admin","Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,kxuIdD
904,"7/30/2019 4:45:57 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,0iwr4c
